example_number,n_days
18,3.315208333333333
19,2.2213425925925923
22,2.878564814814815
26,2.656145833333333
28,2.68931712962963
32,6.000034722222222
33,9.847118055555557
34,4.357372685185186
35,1.7553819444444445
36,2.1936805555555554
37,2.4944560185185187
38,2.900486111111111
39,3.0044907407407404
40,2.966493055555556
41,7.970995370370371
42,0.8336689814814814
